Hücre #,Bir,ve,Ki,ve2,Hedef,Step,Leap,Rep,Q
1957,1,4,3,,2,2,1,0,3
1958,1,5,3,,2,1,2,0,3
1959,1,3,1,,2,1,2,0,3
1960,1,7,1,,2,3,0,0,3
1961,1,2,3,,2,3,0,0,3
1962,,1,1,2,2,1,0,2,3
1963,,1,2,1,2,3,0,0,3
1964,,1,3,2,2,1,1,1,3
1965,,1,4,3,2,2,1,0,3
1966,,1,5,3,2,1,2,0,3
1967,,1,3,1,2,1,2,0,3
1968,,1,7,1,2,3,0,0,3
1969,,1,2,3,2,3,0,0,3
1970,2,,1,2,2,2,0,1,3
1971,2,,3,2,2,2,0,1,3
1972,2,,4,3,2,2,1,0,3
1973,2,,3,4,2,2,1,0,3
1974,2,,1,7,2,2,1,0,3
1975,2,,7,1,2,2,1,0,3
1976,2,1,,2,2,2,0,1,3
1977,2,3,,2,2,2,0,1,3
1978,2,3,,4,2,2,1,0,3
1979,2,1,,7,2,2,1,0,3
1980,2,7,,1,2,2,1,0,3
1981,2,1,2,,2,2,0,1,3
1982,2,3,2,,2,2,0,1,3
1983,2,4,3,,2,2,1,0,3
1984,2,3,4,,2,2,1,0,3
1985,2,1,7,,2,2,1,0,3
1986,2,7,1,,2,2,1,0,3
1987,,2,1,2,2,2,0,1,3
1988,,2,3,2,2,2,0,1,3
1989,,2,4,3,2,2,1,0,3
1990,,2,3,4,2,2,1,0,3
1991,,2,1,7,2,2,1,0,3
1992,,2,7,1,2,2,1,0,3
1993,3,,2,1,2,3,0,0,3
1994,3,,4,3,2,3,0,0,3
1995,3,,5,3,2,1,2,0,3
1996,3,,2,3,2,3,0,0,3
1997,3,,1,2,2,1,1,1,3
1998,3,,7,1,2,2,1,0,3
1999,3,2,,1,2,3,0,0,3
2000,3,5,,3,2,1,2,0,3
2001,3,2,,3,2,3,0,0,3
2002,3,1,,2,2,1,1,1,3
2003,3,2,1,,2,3,0,0,3
2004,3,4,3,,2,3,0,0,3
2005,3,5,3,,2,1,2,0,3
2006,3,2,3,,2,3,0,0,3
2007,3,1,2,,2,1,1,1,3
2008,3,7,1,,2,2,1,0,3
2009,,3,2,1,2,3,0,0,3
2010,,3,4,3,2,3,0,0,3
2011,,3,5,3,2,1,2,0,3
2012,,3,2,3,2,3,0,0,3
2013,,3,1,2,2,1,1,1,3
2014,,3,7,1,2,2,1,0,3
2015,4,,3,2,2,2,0,1,3
2016,4,3,,1,2,2,1,0,3
2017,,4,3,2,2,2,0,1,3
2018,,4,3,1,2,2,1,0,3
2019,5,,4,3,2,3,0,0,3
2020,5,,4,5,2,2,1,0,3
2021,5,,1,2,2,1,1,1,3
2022,5,,3,1,2,1,2,0,3
2023,5,3,,1,2,1,2,0,3
2024,5,1,,3,2,1,2,0,3
2025,,5,4,3,2,3,0,0,3
2026,,5,3,1,2,1,2,0,3
2027,6,,5,3,2,2,1,0,3
2028,6,,4,2,2,1,1,1,3
2029,6,5,,3,2,2,1,0,3
2030,,6,4,2,2,0,2,1,3
2031,7,,1,2,2,2,0,1,3
2032,7,,1,3,2,2,1,0,3
2033,7,,5l,7,2,0,3,0,3
2034,7,,2,1,2,2,1,0,3
2035,7,1,,2,2,2,0,1,3
2036,7,1,,3,2,2,1,0,3
2037,,7,1,2,2,2,0,1,3
2038,,7,1,3,2,2,1,0,3
2039,,7,2,1,2,2,1,0,3
2040,6l,,7,1,2,3,0,0,3
2041,6l,,1,3,2,1,2,0,3
2042,6l,1,,3,2,1,2,0,3
2043,,6l,7,1,2,3,0,0,3
2044,,6l,1,3,2,1,2,0,3
2045,5l,,6l,7,2,2,1,0,3
2046,5l,,7,1,2,2,1,0,3
2047,5l,,6l,1,2,2,1,0,3
2048,5l,,7,2,2,0,2,1,3
2049,5l,7,,2,2,0,2,1,3
2050,5l,6l,,7,2,2,1,0,3
2051,,5l,7,2,2,0,2,1,3
2052,,5l,6l,7,2,3,1,0,4
2053,,5l,6l,1,2,2,1,0,3
2054,,5l,7,1,2,2,1,0,3
2055,1,,2,1,3,2,1,0,3
2056,1,,2,3,3,2,0,1,3
2057,1,,2,4,3,2,1,0,3
2058,1,,3,2,3,2,1,0,3
2059,1,,7,1,3,2,1,0,3
2060,1,,5,4,3,2,1,0,3
2061,1,,3,5,3,0,3,0,3
2062,1,,5l,1,3,0,3,0,3
2063,1,,6l,1,3,0,3,0,3
2064,1,,3,6,3,0,3,0,3
2065,1,3,,1,3,0,3,0,3
2066,1,3,,2,3,2,1,0,3
2067,1,5,,3,3,0,2,1,3
2068,1,2,1,,3,2,1,0,3
2069,1,2,3,,3,2,0,1,3
2070,1,2,4,,3,2,1,0,3
2071,1,3,2,,3,2,1,0,3
2072,1,7,1,,3,2,1,0,3
2073,1,5,4,,3,2,1,0,3
2074,1,3,5,,3,0,3,0,3
2075,1,5l,1,,3,0,3,0,3
2076,1,6l,1,,3,0,3,0,3
2077,1,3,6,,3,0,3,0,3
2078,,1,2,1,3,2,1,0,3
2079,,1,2,3,3,2,0,1,3
2080,,1,2,4,3,2,1,0,3
2081,,1,3,2,3,2,1,0,3
2082,,1,7,1,3,2,1,0,3
2083,,1,5,4,3,2,1,0,3
2084,,1,3,5,3,0,3,0,3
2085,,1,5l,1,3,0,3,0,3
2086,,1,6l,1,3,0,3,0,3
2087,,1,3,6,3,0,3,0,3
2088,2,,1,2,3,3,0,0,3
2089,2,,3,2,3,3,0,0,3
2090,2,,5,4,3,2,1,0,3
2091,2,,3,4,3,3,0,0,3
2092,2,1,,2,3,3,0,0,3
2093,2,3,,2,3,3,0,0,3
2094,2,5,,4,3,2,1,0,3
2095,2,3,,4,3,3,0,0,3
2096,2,1,2,,3,3,0,0,3
2097,2,3,2,,3,3,0,0,3
2098,2,5,4,,3,2,1,0,3
2099,2,3,4,,3,3,0,0,3
2100,,2,1,2,3,3,0,0,3
2101,,2,3,2,3,3,0,0,3
2102,,2,5,4,3,2,1,0,3
2103,,2,3,4,3,3,0,0,3
2104,3,,1,2,3,2,1,0,3
2105,3,,2,1,3,2,1,0,3
2106,3,,4,5,3,3,0,0,3
2107,3,,5,4,3,2,1,0,3
2108,3,,1,5,3,0,3,0,3
2109,3,1,,2,3,0,0,0,0
2110,3,2,,1,3,3,0,0,3
2111,3,4,,5,3,3,0,0,3
2112,3,5,,4,3,2,1,0,3
2113,3,1,,5,3,0,3,0,3
2114,3,1,2,,3,2,1,0,3
2115,3,2,1,,3,2,1,0,3
2116,3,4,5,,3,2,1,0,3
2117,3,5,4,,3,2,1,0,3
2118,3,1,5,,3,0,3,0,3
2119,,3,1,2,3,2,1,0,3
2120,,3,2,1,3,2,1,0,3
2121,,3,4,5,3,2,1,0,3
2122,,3,5,4,3,2,1,0,3
2123,,3,1,5,3,0,3,0,3
2124,4,,3,2,3,3,0,0,3
2125,4,,5,4,3,3,0,0,3
2126,4,,1,2,3,2,1,0,3
2127,4,,3,4,3,3,0,0,3
2128,4,3,,2,3,3,0,0,3
2129,4,5,,4,3,3,0,0,3
2130,4,1,,2,3,2,1,0,3
2131,4,3,,4,3,3,0,0,3
2132,4,3,2,,3,3,0,0,3
2133,4,5,4,,3,3,0,0,3
2134,4,1,2,,3,2,1,0,3
2135,4,3,4,,3,3,0,0,3
2136,,4,3,2,3,3,0,0,3
2137,,4,5,4,3,3,0,0,3
2138,,4,1,2,3,2,1,0,3
2139,,4,3,4,3,3,0,0,3
2140,5,,4,3,3,2,0,1,3
2141,5,,6,5,3,2,1,0,3
2142,5,,3,1,3,0,3,0,3
2143,5,,3,4,3,2,1,0,3
2144,5,,1,2,3,2,1,0,3
2145,5,6,,5,3,2,1,0,3
2146,5,3,,1,3,0,3,0,3
2147,5,3,,4,3,2,1,0,3
2148,5,1,,2,3,2,1,0,3
2149,5,4,3,,3,2,0,1,3
2150,5,6,5,,3,2,1,0,3
2151,5,3,1,,3,0,3,0,3
2152,5,3,4,,3,2,1,0,3
2153,5,1,2,,3,2,1,0,3
2154,,5,4,3,3,2,0,1,3
2155,,5,6,5,3,2,1,0,3
2156,,5,3,1,3,0,3,0,3
2157,,5,3,4,3,2,1,0,3
2158,,5,1,2,3,2,1,0,3
2159,6,,5,4,3,3,0,0,3
2160,6,,4,5,3,2,1,0,3
2161,6,,3,4,3,2,1,0,3
2162,6,,4,2,3,1,2,0,3
2163,6,,3,1,3,0,3,0,3
2164,6,5,,4,3,3,0,0,3
2165,6,4,,5,3,2,1,0,3
2166,6,3,,4,3,2,1,0,3
2167,6,4,,2,3,1,2,0,3
2168,6,3,,1,3,0,3,0,3
2169,6,5,4,,3,3,0,0,3
2170,6,4,5,,3,2,1,0,3
2171,6,3,4,,3,2,1,0,3
2172,6,4,2,,3,1,2,0,3
2173,6,3,1,,3,0,3,0,3
2174,,6,5,4,3,3,0,0,3
2175,,6,4,5,3,2,1,0,3
2176,,6,3,4,3,2,1,0,3
2177,,6,4,2,3,1,2,0,3
2178,,6,3,1,3,0,3,0,3
2179,7,,1,2,3,3,0,0,3
2180,7,,2,4,3,1,2,0,3
2181,7,,2,1,3,2,1,0,3
2182,7,1,,2,3,3,0,0,3
2183,7,2,,4,3,1,2,0,3
2184,7,2,,1,3,2,1,0,3
2185,7,1,2,,3,3,0,0,3
2186,7,2,4,,3,1,2,0,3
2187,7,2,1,,3,2,1,0,3
2188,,7,1,2,3,3,0,0,3
2189,,7,2,4,3,1,2,0,3
2190,,7,2,1,3,2,1,0,3
2191,6l,,7,1,3,3,0,0,3
2192,6l,,1,2,3,2,1,0,3
2193,6l,7,1,,3,2,1,0,3
2194,6l,1,2,,3,2,1,0,3
2195,6l,1,,2,3,2,1,0,3
2196,,6l,7,1,3,3,0,0,3
2197,,6l,1,2,3,2,1,0,3
2198,5l,,7,2,3,1,2,0,3
2199,5l,,1,2,3,2,1,0,3
2200,1,,2,3,4,3,0,0,3
2201,1,,3,5,4,1,2,0,3
2202,1,,3,2,4,1,2,0,3
2203,1,,5,4,4,1,1,1,3
2204,1,3,,5,4,1,2,0,3
2205,1,3,,2,4,1,2,0,3
2206,1,2,3,,4,3,0,0,3
2207,1,3,5,,4,1,2,0,3
2208,1,3,2,,4,1,2,0,3
2209,,1,3,5,4,1,2,0,3
2210,,1,3,2,4,3,0,0,3
2211,,1,5,4,4,1,1,1,3
2212,2,,1,2,4,2,1,0,3
2213,2,,3,2,4,2,1,0,3
2214,2,,4,6,4,0,3,0,3
2215,2,,4,3,4,2,1,0,3
2216,2,1,,2,4,2,1,0,3
2217,2,3,,2,4,2,1,0,3
2218,2,1,2,,4,2,1,0,3
2219,2,3,2,,4,2,1,0,3
2220,2,4,6,,4,0,3,0,3
2221,2,4,3,,4,2,1,0,3
2222,,2,1,2,4,2,1,0,3
2223,,2,3,2,4,2,1,0,3
2224,,2,4,6,4,0,3,0,3
2225,,2,4,3,4,2,1,0,3
2226,3,,4,5,4,3,0,0,3
2227,3,,2,3,4,3,0,0,3
2228,3,,1,3,4,1,2,0,3
2229,3,,6,5,4,2,1,0,3
2230,3,4,5,,4,3,0,0,3
2231,3,2,3,,4,3,0,0,3
2232,3,1,3,,4,1,2,0,3
2233,3,6,5,,4,2,1,0,3
2234,3,1,,3,4,1,2,0,3
2235,,3,4,5,4,3,0,0,3
2236,,3,2,3,4,3,0,0,3
2237,,3,1,3,4,1,2,0,3
2238,,3,6,5,4,2,1,0,3
2239,4,,6,5,4,2,1,0,3
2240,4,,2,3,4,2,1,0,3
2241,4,,3,5,4,2,1,0,3
2242,4,,5,3,4,2,1,0,3
2243,4,6,5,,4,2,1,0,3
2244,4,2,3,,4,2,1,0,3
2245,4,3,5,,4,2,1,0,3
2246,4,5,3,,4,2,1,0,3
2247,4,6,,5,4,2,1,0,3
2248,4,3,,5,4,2,1,0,3
2249,4,5,,3,4,2,1,0,3
2250,,4,6,5,4,2,1,0,3
2251,,4,2,3,4,2,1,0,3
2252,,4,3,5,4,1,2,0,3
2253,,4,5,3,4,1,2,0,3
2254,5,,4,3,4,3,0,0,3
2255,5,,6,5,4,3,0,0,3
2256,5,,3,5,4,1,2,0,3
2257,5,,1,3,4,1,2,0,3
2258,5,,2,3,4,2,1,0,3
2259,5,6,,5,4,3,0,0,3
2260,5,4,3,,4,3,0,0,3
2261,5,6,5,,4,3,0,0,3
2262,5,3,5,,4,1,2,0,3
2263,5,1,3,,4,1,2,0,3
2264,5,2,3,,4,2,1,0,3
2265,,5,4,3,4,3,0,0,3
2266,,5,6,5,4,3,0,0,3
2267,,5,3,5,4,1,2,0,3
2268,,5,1,3,4,1,2,0,3
2269,,5,2,3,4,2,1,0,3
2270,6,,5,4,4,2,0,1,3
2271,6,,5,3,4,2,1,0,3
2272,6,,4,5,4,2,1,0,3
2273,6,,2,3,4,2,1,0,3
2274,6,,3,5,4,1,2,0,3
2275,6,5,,4,4,2,0,1,3
2276,6,5,,3,4,2,1,0,3
2277,6,4,,5,4,2,1,0,3
2278,6,2,,3,4,2,1,0,3
2279,6,3,,5,4,1,2,0,3
2280,6,5,4,,4,2,0,1,3
2281,6,5,3,,4,2,1,0,3
2282,6,4,5,,4,2,1,0,3
2283,6,2,3,,4,2,1,0,3
2284,6,3,5,,4,1,2,0,3
2285,,6,5,4,4,2,0,1,3
2286,,6,5,3,4,2,1,0,3
2287,,6,4,5,4,2,1,0,3
2288,,6,2,3,4,2,1,0,3
2289,,6,3,5,4,1,2,0,3
2290,7,,1,2,4,2,1,0,3
2291,7,,1,3,4,2,1,0,3
2292,7,,2,5,4,1,2,0,3
2293,7,,2,3,4,2,1,0,3
2294,7,1,2,,4,2,1,0,3
2295,7,1,3,,4,2,1,0,3
2296,7,2,5,,4,1,2,0,3
2297,7,2,3,,4,2,1,0,3
2298,,7,1,2,4,2,1,0,3
2299,,7,1,3,4,2,1,0,3
2300,,7,2,5,4,1,2,0,3
2301,,7,2,3,4,2,1,0,3
2302,1,,2,1,5,2,1,0,3
2303,1,,3,1,5,0,3,0,3
2304,1,,2,3,5,2,1,0,3
2305,1,,3,2,5,1,2,0,3
2306,1,,4,3,5,0,3,0,3
2307,1,,3,4,5,2,1,0,3
2308,1,,5,4,5,2,1,0,3
2309,1,,7,1,5,2,1,0,3
2310,1,,1,3,5,0,2,1,3
2311,1,2,,1,5,2,1,0,3
2312,1,3,,1,5,0,3,0,3
2313,1,2,,3,5,2,1,0,3
2314,1,3,,2,5,2,1,0,3
2315,1,3,,4,5,2,1,0,3
2316,1,5,,4,5,2,1,0,3
2317,1,2,1,,5,2,1,0,3
2318,1,3,1,,5,0,3,0,3
2319,1,2,3,,5,2,1,0,3
2320,1,3,2,,5,2,1,0,3
2321,1,4,3,,5,1,2,0,3
2322,1,3,4,,5,2,1,0,3
2323,1,7,1,,5,2,1,0,3
2324,,1,2,1,5,2,0,0,2
2325,,1,3,1,5,0,3,0,3
2326,,1,2,3,5,2,1,0,3
2327,,1,3,2,5,1,2,0,3
2328,,1,4,3,5,1,2,0,3
2329,,1,3,4,5,2,1,0,3
2330,,1,5,4,5,2,1,0,3
2331,,1,7,1,5,1,2,0,3
2332,,1,1,3,5,0,2,1,3
2333,2,,3,4,5,3,0,0,3
2334,2,,4,3,5,1,2,0,3
2335,2,,1,3,5,1,2,0,3
2336,2,,5,4,5,2,1,0,3
2337,2,,4,6,5,1,2,0,3
2338,2,1,,3,5,1,2,0,3
2339,2,3,4,,5,3,0,0,3
2340,2,4,3,,5,1,2,0,3
2341,2,4,6,,5,0,3,0,3
2342,,2,3,4,5,3,0,0,3
2343,,2,4,3,5,1,2,0,3
2344,,2,4,6,5,1,2,0,3
2345,3,,3,4,5,2,0,1,3
2346,3,,4,5,5,2,0,1,3
2347,3,,2,3,5,2,1,0,3
2348,3,,2,1,5,2,1,0,3
2349,3,,5,4,5,2,1,0,3
2350,3,,5,3,5,0,3,0,3
2351,3,,5,6,5,2,1,0,3
2352,3,,4,3,5,2,1,0,3
2353,3,5,,4,5,2,1,0,3
2354,3,5,,3,5,0,3,0,3
2355,3,5,,6,5,2,1,0,3
2356,3,4,5,,5,2,0,1,3
2357,3,2,3,,5,2,1,0,3
2358,3,2,1,,5,2,1,0,3
2359,3,5,4,,5,2,1,0,3
2360,3,5,3,,5,0,3,0,3
2361,3,5,6,,5,2,1,0,3
2362,3,4,3,,5,2,1,0,3
2363,,3,4,5,5,2,0,1,3
2364,,3,2,3,5,2,1,0,3
2365,,3,2,1,5,2,1,0,3
2366,,3,5,4,5,2,1,0,3
2367,,3,5,3,5,0,3,0,3
2368,,3,5,6,5,2,1,0,3
2369,,3,4,3,5,2,1,0,3
2370,4,,5,4,5,3,0,0,3
2371,4,,3,4,5,3,0,0,3
2372,4,,5,6,5,3,0,0,3
2373,4,,6,5,5,1,1,1,3
2374,4,,3,2,5,1,2,0,3
2375,4,,3,1,5,0,3,0,3
2376,4,5,,4,5,3,0,0,3
2377,4,3,,4,5,2,1,0,3
2378,4,5,,6,5,3,0,0,3
2379,4,3,,2,5,2,1,0,3
2380,4,3,,1,5,1,2,0,3
2381,4,5,4,,5,3,0,0,3
2382,4,3,4,,5,2,1,0,3
2383,4,5,6,,5,3,0,0,3
2384,4,6,5,,5,2,1,0,3
2385,4,3,2,,5,1,2,0,3
2386,4,3,1,,5,1,2,0,3
2387,,4,5,4,5,3,0,0,3
2388,,4,3,4,5,3,0,0,3
2389,,4,5,6,5,3,0,0,3
2390,,4,6,5,5,1,1,1,3
2391,,4,3,2,5,2,1,0,3
2392,,4,3,1,5,1,2,0,3
2393,5,,5,6,5,2,0,1,3
2394,5,,4,3,5,2,1,0,3
2395,5,,3,4,5,2,1,0,3
2396,5,,3,1,5,0,3,0,3
2397,5,,1,3,5,2,0,1,3
2398,5,,6,5,5,2,0,1,3
2399,5,5,,6,5,2,0,1,3
2400,5,4,,3,5,2,1,0,3
2401,5,6,,5,5,2,0,1,3
2402,5,5,,6,5,2,0,1,3
2403,5,4,,3,5,2,1,0,3
2404,,5,5,6,5,2,0,1,3
2405,,5,4,3,5,2,1,0,3
2406,,5,3,4,5,2,1,0,3
2407,,5,3,1,5,0,3,0,3
2408,,5,1,3,5,0,3,0,3
2409,,5,6,5,5,2,0,1,3
2410,6,,5,4,5,3,0,0,3
2411,6,,4,5,5,1,1,1,3
2412,6,,3,4,5,2,1,0,3
2413,6,5,,4,5,3,0,0,3
2414,6,3,,4,5,2,1,0,3
2415,6,5,4,,5,3,0,0,3
2416,6,4,5,,5,1,1,1,3
2417,6,3,4,,5,2,1,0,3
2418,,6,5,4,5,3,0,0,3
2419,,6,4,5,5,1,1,1,3
2420,,6,3,4,5,2,1,0,3
2421,7,,1,2,5,2,1,0,3
2422,7,,1,3,5,1,2,0,3
2423,7,1,2,,5,2,1,0,3
2424,7,1,3,,5,1,2,0,3
2425,,7,1,2,5,2,1,0,3
2426,,7,1,3,5,1,2,0,3
2427,6l,,1,3,5,0,3,0,3
2428,6l,1,,3,5,0,3,0,3
2429,6l,1,3,,5,0,3,0,3
2430,,6l,1,3,5,0,3,0,3
2431,5l,,1,3,5,0,3,0,3
2432,5l,1,,3,5,0,3,0,3
2433,5l,1,3,,5,0,3,0,3
2434,,5l,1,3,5,0,3,0,3
2435,1,,3,5,6,1,2,0,3
2436,1,,4,5,6,2,1,0,3
2437,1,,5,4,6,2,1,0,3
2438,1,,2,4,6,1,2,0,3
2439,1,3,,5,6,1,2,0,3
2440,1,5,,4,6,1,2,0,3
2441,1,3,5,,6,1,2,0,3
2442,1,4,5,,6,2,1,0,3
2443,1,5,4,,6,1,2,0,3
2444,1,2,4,,6,1,2,0,3
2445,,1,3,5,6,1,2,0,3
2446,,1,4,5,6,2,1,0,3
2447,,1,5,4,6,1,2,0,3
2448,,1,2,4,6,1,2,0,3
2449,2,,3,4,6,2,1,0,3
2450,2,,3,5,6,2,1,0,3
2451,2,,4,5,6,2,1,0,3
2452,2,,4,3,6,1,2,0,3
2453,2,,5,4,6,1,2,0,3
2454,2,,6,5,6,2,1,0,3
2455,2,3,,4,6,2,1,0,3
2456,2,3,,5,6,2,1,0,3
2457,2,4,,3,6,1,2,0,3
2458,2,5,,4,6,1,2,0,3
2459,2,6,,5,6,2,1,0,3
2460,2,3,4,,6,2,1,0,3
2461,2,3,5,,6,2,1,0,3
2462,2,4,5,,6,1,2,0,3
2463,2,4,3,,6,1,2,0,3
2464,2,5,4,,6,1,2,0,3
2465,2,6,5,,6,2,1,0,3
2466,,2,3,4,6,2,1,0,3
2467,,2,3,5,6,2,1,0,3
2468,,2,4,5,6,1,2,0,3
2469,,2,4,3,6,1,2,0,3
2470,,2,5,4,6,1,2,0,3
2471,,2,6,5,6,2,1,0,3
2472,3,,4,5,6,3,0,0,3
2473,3,,5,4,6,1,2,0,3
2474,3,,2,4,6,1,2,0,3
2475,3,4,5,,6,3,0,0,3
2476,,3,4,5,6,3,0,0,3
2477,4,,5,4,6,2,1,0,3
2478,4,,3,5,6,1,2,0,3
2479,4,,5,6,6,2,0,1,3
2480,4,,6,5,6,2,1,0,3
2481,4,5,,6,6,2,0,1,3
2482,4,6,,5,6,2,1,0,3
2483,4,5,4,,6,2,1,0,3
2484,4,3,5,,6,2,1,0,3
2485,4,5,6,,6,2,0,1,3
2486,4,6,5,,6,2,1,0,3
2487,,4,5,4,6,2,1,0,3
2488,,4,3,5,6,2,1,0,3
2489,,4,5,6,6,2,0,1,3
2490,,4,6,5,6,2,1,0,3
2491,5,,4,5,6,3,0,0,3
2492,5,,6,5,6,3,0,0,3
2493,5,,3,5,6,1,2,0,3
2494,5,6,,5,6,3,0,0,3
2495,5,3,,5,6,1,2,0,3
2496,5,4,5,,6,3,0,0,3
2497,5,6,5,,6,3,0,0,3
2498,5,3,5,,6,1,2,0,3
2499,,5,4,5,6,3,0,0,3
2500,,5,6,5,6,3,0,0,3
2501,,5,3,5,6,1,2,0,3
2502,6,,4,5,6,2,1,0,3
2503,6,,5,4,6,1,2,0,3
2504,6,,3,5,6,1,2,0,3
2505,6,3,,5,6,1,2,0,3
2506,6,4,5,,6,2,1,0,3
2507,6,5,4,,6,2,1,0,3
2508,6,3,5,,6,1,2,0,3
2509,,6,4,5,6,2,1,0,3
2510,,6,5,4,6,2,1,0,3
2511,,6,3,5,6,1,2,0,3
2512,7,,1,3,6,1,2,0,3
2513,7,1,,3,6,1,2,0,3
2514,7,1,,4,6,1,2,0,3
2515,,7,1,3,6,1,2,0,3
2516,,7,1,4,6,1,2,0,3
2517,1,,7,1,7,3,0,0,3
2518,1,,2,1,7,3,0,0,3
2519,1,,3,1,7,1,2,0,3
2520,1,,7,6l,7,3,0,0,3
2521,1,,5,6l,7,1,2,0,3
2522,1,7,,1,7,3,0,0,3
2523,1,2,,1,7,3,0,0,3
2524,1,3,,1,7,1,2,0,3
2525,1,7,,6l,7,3,0,0,3
2526,1,5,,6l,7,2,1,0,3
2527,1,7,1,,7,3,0,0,3
2528,1,2,1,,7,3,0,0,3
2529,1,3,1,,7,1,2,0,3
2530,1,7,6l,,7,3,0,0,3
2531,1,5,6l,,7,1,2,0,3
2532,,1,7,1,7,3,0,0,3
2533,,1,2,1,7,3,0,0,3
2534,,1,3,1,7,1,2,0,3
2535,,1,7,6l,7,3,0,0,3
2536,,1,5,6l,7,1,2,0,3
2537,2,,1,2,7,3,0,0,3
2538,2,,7,1,7,2,1,0,3
2539,2,,7,6l,7,2,1,0,3
2540,2,,3,1,7,2,1,0,3
2541,2,1,,2,7,2,1,0,3
2542,2,7,,1,7,2,1,0,3
2543,2,7,,6l,7,2,1,0,3
2544,2,3,,1,7,2,1,0,3
2545,2,1,2,,7,2,1,0,3
2546,2,7,1,,7,2,1,0,3
2547,2,7,6l,,7,2,1,0,3
2548,2,3,1,,7,3,0,0,3
2549,,2,1,2,7,2,1,0,3
2550,,2,7,1,7,2,1,0,3
2551,,2,7,6l,7,2,1,0,3
2552,,2,3,1,7,2,1,0,3
2553,3,,2,1,7,3,0,0,3
2554,3,,1,2,7,2,1,0,3
2555,3,,5,1,7,1,2,0,3
2556,3,2,,1,7,3,0,0,3
2557,3,1,,2,7,1,2,0,3
2558,3,5,,1,7,1,2,0,3
2559,3,2,1,,7,3,0,0,3
2560,3,1,2,,7,1,2,0,3
2561,3,5,1,,7,1,2,0,3
2562,,3,2,1,7,3,0,0,3
2563,,3,1,2,7,1,2,0,3
2564,,3,5,1,7,1,2,0,3
2565,4,,3,2,7,2,1,0,3
2566,4,,3,1,7,2,1,0,3
2567,4,,2,1,7,2,1,0,3
2568,4,3,2,,7,2,1,0,3
2569,4,3,1,,7,2,1,0,3
2570,4,2,1,,7,2,1,0,3
2571,,4,3,2,7,2,1,0,3
2572,,4,3,1,7,2,1,0,3
2573,,4,2,1,7,2,1,0,3
2574,5,,3,1,7,1,2,0,3
2575,5,,1,2,7,2,1,0,3
2576,5,3,1,,7,1,2,0,3
2577,,5,3,1,7,1,2,0,3
2578,,5,1,2,7,2,1,0,3
2579,6,,3,1,7,1,2,0,3
2580,6,,4,2,7,0,3,0,3
2581,6,3,1,,7,1,2,0,3
2582,,6,3,1,7,1,2,0,3
2583,,6,4,2,7,0,3,0,3
2584,7,,1,2,7,2,1,0,3
2585,7,,2,1,7,2,1,0,3
2586,7,,5l,6l,7,2,1,0,3
2587,7,,6l,5l,7,2,1,0,3
2588,7,2,,1,7,2,1,0,3
2589,7,5l,,6l,7,2,1,0,3
2590,7,1,2,,7,2,1,0,3
2591,7,2,1,,7,2,1,0,3
2592,7,5l,6l,,7,2,1,0,3
2593,7,6l,5l,,7,2,1,0,3
2594,,7,1,2,7,2,1,0,3
2595,,7,2,1,7,2,1,0,3
2596,,7,5l,6l,7,2,1,0,3
2597,,7,6l,5l,7,2,1,0,3
2598,6l,,7,1,7,3,0,0,3
2599,6l,,5l,6l,7,3,0,0,3
2600,6l,,1,7,7,1,1,1,3
2601,6l,,2,1,7,2,1,0,3
2602,6l,7,1,,7,3,0,0,3
2603,6l,5l,6l,,7,3,0,0,3
2604,6l,1,7,,7,1,1,1,3
2605,6l,2,1,,7,2,1,0,3
2606,,6l,7,1,7,3,0,0,3
2607,,6l,5l,6l,7,3,0,0,3
2608,,6l,1,7,7,1,1,1,3
2609,,6l,2,1,7,2,1,0,3
2610,5l,,6l,7,7,2,0,1,3
2611,5l,,7,6l,7,2,1,0,3
2612,5l,,1,7,7,1,1,1,3
2613,5l,,2,1,7,2,1,0,3
2614,5l,,6l,1,7,2,1,0,3
2615,5l,6l,,7,7,2,0,1,3
2616,5l,7,,6l,7,2,1,0,3
2617,5l,1,,7,7,1,1,1,3
2618,5l,2,,1,7,2,1,0,3
2619,5l,6l,,1,7,2,1,0,3
2620,5l,6l,7,,7,2,0,1,3
2621,5l,7,6l,,7,2,1,0,3
2622,5l,1,7,,7,1,1,1,3
2623,5l,2,1,,7,2,1,0,3
2624,5l,6l,1,,7,2,1,0,3
2625,,5l,6l,7,7,2,0,1,3
2626,,5l,7,6l,7,2,1,0,3
2627,,5l,1,7,7,1,1,1,3
2628,,5l,2,1,7,2,1,0,3
2629,,5l,6l,1,7,2,1,0,3
2630,1,,7,6l,6l,2,0,1,3
2631,1,,6l,7,6l,2,1,0,3
2632,1,,7,5l,6l,2,1,0,3
2633,1,7,6l,,6l,2,0,1,3
2634,1,6l,7,,6l,2,1,0,3
2635,1,7,5l,,6l,2,1,0,3
2636,,1,7,6l,6l,2,0,1,3
2637,,1,6l,7,6l,2,1,0,3
2638,,1,7,5l,6l,2,1,0,3
2639,2,,1,7,6l,3,0,0,3
2640,2,,3,1,6l,1,2,0,3
2641,2,,7,5l,6l,1,2,0,3
2642,2,3,,1,6l,1,2,0,3
2643,2,7,,5l,6l,1,2,0,3
2644,2,1,7,,6l,3,0,0,3
2645,2,3,1,,6l,1,2,0,3
2646,2,7,5l,,6l,1,2,0,3
