Hücre #,Bir,ve,Ki,ve2,Hedef,Step,Leap,Rep,Q
2647,,2,1,7,6l,3,0,0,3
2648,,2,3,1,6l,1,2,0,3
2649,,2,7,5l,6l,1,2,0,3
2650,3,,2,1,6l,2,1,0,3
2651,3,,1,7,6l,2,1,0,3
2652,3,,1,5l,6l,1,2,0,3
2653,3,,6l,1,6l,0,3,0,3
2654,3,1,,7,6l,2,1,0,3
2655,3,1,,5l,6l,2,1,0,3
2656,3,6l,,1,6l,0,3,0,3
2657,3,2,1,,6l,2,1,0,3
2658,3,1,7,,6l,2,1,0,3
2659,3,1,5l,,6l,1,2,0,3
2660,3,6l,1,,6l,0,3,0,3
2661,,3,2,1,6l,2,1,0,3
2662,,3,1,7,6l,2,1,0,3
2663,,3,1,5l,6l,1,2,0,3
2664,,3,6l,1,6l,0,3,0,3
2665,4,,3,1,6l,1,2,0,3
2666,4,,2,3,6l,1,2,0,3
2667,4,,2,1,6l,1,2,0,3
2668,4,3,,1,6l,1,2,0,3
2669,4,2,,3,6l,1,2,0,3
2670,4,2,,1,6l,1,2,0,3
2671,4,3,1,,6l,1,2,0,3
2672,4,2,3,,6l,1,2,0,3
2673,4,2,1,,6l,1,2,0,3
2674,,4,3,1,6l,1,2,0,3
2675,,4,2,3,6l,1,2,0,3
2676,,4,2,1,6l,1,2,0,3
2677,5,,1,2,6l,1,2,0,3
2678,5,1,,2,6l,1,2,0,3
2679,5,,1,3,6l,0,3,0,3
2680,5,1,,3,6l,0,3,0,3
2681,5,,3,1,6l,0,3,0,3
2682,5,3,,1,6l,0,3,0,3
2683,5,1,2,,6l,1,2,0,3
2684,5,1,3,,6l,0,3,0,3
2685,5,3,1,,6l,0,3,0,3
2686,,5,1,2,6l,1,2,0,3
2687,,5,1,3,6l,0,3,0,3
2688,,5,3,1,6l,0,3,0,3
2689,7,,6l,5l,6l,3,0,0,3
2690,7,,1,7,6l,3,0,0,3
2691,7,,5l,6l,6l,1,1,1,3
2692,7,,5l,7,6l,1,2,0,3
2693,7,,1,5l,6l,1,2,0,3
2694,7,6l,,5l,6l,3,0,0,3
2695,7,1,,7,6l,3,0,0,3
2696,7,5l,,6l,6l,1,1,1,3
2697,7,5l,,7,6l,1,2,0,3
2698,7,1,,5l,6l,1,2,0,3
2699,7,6l,5l,,6l,3,0,0,3
2700,7,1,7,,6l,1,1,1,3
2701,7,5l,6l,,6l,1,2,0,3
2702,7,5l,7,,6l,1,2,0,3
2703,7,1,5l,,6l,1,2,0,3
2704,,7,6l,5l,6l,3,0,0,3
2705,,7,1,7,6l,1,1,1,3
2706,,7,5l,6l,6l,1,2,0,3
2707,,7,5l,7,6l,1,2,0,3
2708,,7,1,5l,6l,1,2,0,3
2709,6l,,7,1,6l,2,1,0,3
2710,6l,,7,5l,6l,2,1,0,3
2711,6l,,5l,7,6l,2,1,0,3
2712,6l,,1,7,6l,2,1,0,3
2713,6l,7,1,,6l,2,1,0,3
2714,6l,7,5l,,6l,2,1,0,3
2715,6l,5l,7,,6l,2,1,0,3
2716,6l,1,7,,6l,2,1,0,3
2717,,6l,7,1,6l,2,1,0,3
2718,,6l,7,5l,6l,2,1,0,3
2719,,6l,5l,7,6l,2,1,0,3
2720,,6l,1,7,6l,2,1,0,3
2721,5l,,6l,7,6l,3,0,0,3
2722,5l,,1,7,6l,2,1,0,3
2723,5l,,7,1,6l,2,1,0,3
2724,5l,,6l,5l,6l,3,0,0,3
2725,5l,1,,7,6l,2,1,0,3
2726,5l,6l,7,,6l,3,0,0,3
2727,5l,1,7,,6l,2,1,0,3
2728,5l,7,1,,6l,2,1,0,3
2729,5l,6l,5l,,6l,3,0,0,3
2730,,5l,6l,7,6l,3,0,0,3
2731,,5l,1,7,6l,2,1,0,3
2732,,5l,7,1,6l,2,1,0,3
2733,,5l,6l,5l,6l,3,0,0,3
2734,1,,7,6l,5l,3,0,0,3
2735,1,,6l,7,5l,1,2,0,3
2736,1,,5l,6l,5l,2,1,0,3
2737,1,,5l,7,5l,0,3,0,3
2738,1,,7,1,5l,2,1,0,3
2739,1,,2,1,5l,2,1,0,3
2740,1,,3,1,5l,0,3,0,3
2741,1,7,,6l,5l,3,0,0,3
2742,1,5l,,6l,5l,2,1,0,3
2743,1,7,,1,5l,2,1,0,3
2744,1,3,,1,5l,0,3,0,3
2745,1,7,6l,,5l,3,0,0,3
2746,1,6l,7,,5l,1,2,0,3
2747,1,5l,6l,,5l,2,1,0,3
2748,1,5l,7,,5l,0,3,0,3
2749,1,7,1,,5l,2,1,0,3
2750,1,2,1,,5l,2,1,0,3
2751,1,3,1,,5l,0,3,0,3
2752,,1,7,6l,5l,3,0,0,3
2753,,1,6l,7,5l,1,2,0,3
2754,,1,5l,6l,5l,2,1,0,3
2755,,1,5l,7,5l,0,3,0,3
2756,,1,7,1,5l,2,1,0,3
2757,,1,2,1,5l,2,1,0,3
2758,,1,3,1,5l,0,3,0,3
2759,2,,7,1,5l,1,2,0,3
2760,2,,1,6l,5l,2,1,0,3
2761,2,,1,7,5l,2,1,0,3
2762,2,,3,1,5l,1,2,0,3
2763,2,7,,1,5l,1,2,0,3
2764,2,1,,6l,5l,2,1,0,3
2765,2,1,,7,5l,2,1,0,3
2766,2,3,,1,5l,1,2,0,3
2767,2,7,1,,5l,1,2,0,3
2768,2,1,6l,,5l,2,1,0,3
2769,2,1,7,,5l,2,1,0,3
2770,2,3,1,,5l,1,2,0,3
2771,,2,7,1,5l,1,2,0,3
2772,,2,1,6l,5l,2,1,0,3
2773,,2,1,7,5l,2,1,0,3
2774,,2,3,1,5l,1,2,0,3
2775,3,,1,6l,5l,1,2,0,3
2776,3,,7,1,5l,1,2,0,3
2777,3,,6l,7,5l,1,2,0,3
2778,3,,1,2,5l,1,2,0,3
2779,3,1,,6l,5l,1,2,0,3
2780,3,1,,2,5l,1,2,0,3
2781,3,1,6l,,5l,1,2,0,3
2782,3,7,1,,5l,1,2,0,3
2783,3,6l,7,,5l,1,2,0,3
2784,3,1,2,,5l,1,2,0,3
2785,,3,1,6l,5l,1,2,0,3
2786,,3,7,1,5l,1,2,0,3
2787,,3,6l,7,5l,1,2,0,3
2788,,3,1,2,5l,1,2,0,3
2789,4,,2,7,5l,0,3,0,3
2790,4,2,,7,5l,0,3,0,3
2791,,4,2,7,5l,0,3,0,3
2792,7,,6l,5l,5l,2,0,1,3
2793,7,,1,7,5l,2,1,0,3
2794,7,,1,2,5l,2,1,0,3
2795,7,,2,1,5l,2,1,0,3
2796,7,,6l,7,5l,2,1,0,3
2797,7,6l,5l,,5l,2,0,1,3
2798,7,1,7,,5l,2,1,0,3
2799,7,1,2,,5l,2,1,0,3
2800,7,2,1,,5l,1,2,0,3
2801,7,6l,7,,5l,2,1,0,3
2802,,7,6l,5l,5l,2,0,1,3
2803,,7,1,7,5l,2,1,0,3
2804,,7,1,2,5l,2,1,0,3
2805,,7,2,1,5l,1,2,0,3
2806,,7,6l,7,5l,2,1,0,3
2807,6l,,5l,6l,5l,3,0,0,3
2808,6l,,7,6l,5l,3,0,0,3
2809,6l,,1,7,5l,1,2,0,3
2810,6l,,7,1,5l,2,1,0,3
2811,6l,,2,1,5l,1,2,0,3
2812,6l,5l,,6l,5l,3,0,0,3
2813,6l,7,,6l,5l,3,0,0,3
2814,6l,1,,7,5l,1,2,0,3
2815,6l,7,,1,5l,1,2,0,3
2816,6l,2,,1,5l,1,2,0,3
2817,6l,5l,6l,,5l,3,0,0,3
2818,6l,7,6l,,5l,3,0,0,3
2819,6l,1,7,,5l,1,2,0,3
2820,6l,7,1,,5l,1,2,0,3
2821,6l,2,1,,5l,1,2,0,3
2822,,6l,5l,6l,5l,3,0,0,3
2823,,6l,7,6l,5l,3,0,0,3
2824,,6l,1,7,5l,1,2,0,3
2825,,6l,7,1,5l,1,2,0,3
2826,,6l,2,1,5l,1,2,0,3
2827,5l,,6l,7,5l,3,0,0,3
2828,5l,,7,6l,5l,2,1,0,3
2829,5l,,1,6l,5l,1,2,0,3
2830,5l,,7,1,5l,1,2,0,3
2831,5l,6l,,7,5l,2,1,0,3
2832,5l,7,,6l,5l,2,1,0,3
2833,5l,7,,1,5l,1,2,0,3
2834,,5l,6l,7,5l,2,1,0,3
2835,,5l,7,6l,5l,2,1,0,3
2836,,5l,1,6l,5l,1,2,0,3
2837,,5l,7,1,5l,1,2,0,3
2838,1,2,3,2,1,4,0,0,4
2839,1,3,2,1,1,2,1,1,4
2840,1,2,1,7,1,4,0,0,4
2841,1,2,4,3,1,2,2,0,4
2842,1,7,1,2,1,4,0,0,4
2843,1,5,4,2,1,2,2,0,4
2844,1,5l,6l,7,1,3,1,0,4
2845,1,7,6l,7,1,4,0,0,4
2846,1,4,3,2,1,3,1,0,4
2847,1,3,2,7,1,2,2,0,4
2848,1,7,6l,5l,1,3,1,0,4
2849,2,3,4,5,1,3,1,0,4
2850,2,3,2,7,1,3,1,0,4
2851,2,3,2,5,1,2,2,0,4
2852,2,3,4,3,1,3,1,0,4
2853,2,3,4,2,1,3,1,0,4
2854,2,1,7,1,1,4,0,0,4
2855,2,7,1,2,1,3,1,0,4
2856,2,1,2,3,1,3,1,0,4
2857,2,1,3,5,1,1,3,0,4
2858,2,3,2,1,1,3,0,1,4
2859,2,5,4,2,1,2,2,0,4
2860,2,5,3,2,1,2,2,0,4
2861,2,5,4,3,1,1,3,0,4
2862,2,5,3,7,1,1,3,0,4
2863,2,5,2,7,1,1,3,0,4
2864,3,4,3,2,1,4,0,0,4
2865,3,5,3,2,1,2,2,0,4
2866,3,2,1,2,1,4,0,0,4
2867,3,2,1,7,1,4,0,0,4
2868,3,1,6l,7,1,2,2,0,4
2869,3,5,4,2,1,2,2,0,4
2870,3,6,5,3,1,1,3,0,4
2871,3,1,2,3,1,2,2,0,4
2872,3,2,1,3,1,2,2,0,4
2873,3,4,5,3,1,2,2,0,4
2874,3,5,4,3,1,2,2,0,4
2875,3,1,5,3,1,0,4,0,4
2876,3,5,4,5,1,2,2,0,4
2877,4,3,2,1,1,3,0,1,4
2878,4,5,4,3,1,3,1,0,4
2879,4,5,4,2,1,3,1,0,4
2880,4,3,2,7,1,3,1,0,4
2881,4,2,3,2,1,3,1,0,4
2882,4,3,1,2,1,3,1,0,4
2883,5,4,3,2,1,4,0,0,4
2884,5,6,5,3,1,2,2,0,4
2885,5,3,1,2,1,2,2,0,4
2886,5,3,1,3,1,0,4,0,4
2887,5,1,2,3,1,2,2,0,4
2888,5,4,5,3,1,2,2,0,4
2889,6,5,3,2,1,3,1,0,4
2890,6,4,5,3,1,1,3,0,4
2891,6,2,3,2,1,3,1,0,4
2892,7,5l,6l,7,1,3,1,0,4
2893,7,5l,7,1,1,1,2,1,4
2894,7,5l,7,2,1,1,3,0,4
2895,7,6l,7,1,1,3,0,1,4
2896,7,6l,7,2,1,3,1,0,4
2897,7,1,2,1,1,3,0,1,4
2898,7,1,2,3,1,3,1,0,4
2899,7,2,1,7,1,3,1,0,4
2900,7,2,5,3,1,0,4,0,4
2901,7,2,5,2,1,1,3,0,4
2902,7,2,5,1,1,0,3,1,4
2903,5l,6l,7,1,1,3,0,1,4
2904,5l,7,1,2,1,3,1,0,4
2905,5l,6l,3,2,1,3,1,0,4
2906,5l,6l,7,2,1,3,1,0,4
2907,5l,1,7,1,1,2,1,1,4
2908,5l,1,7,2,1,2,2,0,4
2909,5l,7,3,2,1,2,2,0,4
2910,5l,6l,7,3,1,2,2,0,4
2911,5l,6l,5l,7,1,3,1,0,4
2912,6l,7,1,2,1,4,0,0,4
2913,6l,7,1,7,1,4,0,0,4
2914,6l,5l,6l,7,1,4,0,0,4
2915,6l,7,1,3,1,2,2,0,4
2916,6l,1,3,2,1,2,2,0,4
2917,1,2,3,2,2,3,0,1,4
2918,1,3,2,1,2,3,1,0,4
2919,1,2,3,1,2,3,1,0,4
2920,1,2,4,3,2,3,1,0,4
2921,1,7,1,3,2,3,1,0,4
2922,1,5,4,3,2,3,1,0,4
2923,1,2,3,4,2,3,1,0,4
2924,1,7,6l,3,2,3,1,0,4
2925,1,4,3,2,2,2,1,1,4
2926,2,3,4,5,2,3,1,0,4
2927,2,3,2,1,2,4,0,0,4
2928,2,1,2,3,2,4,0,0,4
2929,2,3,4,3,2,4,0,0,4
2930,2,3,4,2,2,3,0,1,4
2931,2,1,7,1,2,4,0,0,4
2932,2,7,1,2,2,2,1,1,4
2933,2,5,4,3,2,3,1,0,4
2934,3,4,3,2,2,3,0,1,4
2935,3,5,3,2,2,1,2,1,4
2936,3,2,1,2,2,3,0,1,4
2937,3,2,1,3,2,3,1,0,4
2938,3,5,4,2,2,1,2,1,4
2939,3,4,5,3,2,3,1,0,4
2940,3,5,4,3,2,3,1,0,4
2941,3,1,5,3,2,1,3,0,4
2942,4,3,2,1,2,4,0,0,4
2943,4,5,4,3,2,4,0,0,4
2944,4,5,4,2,2,2,1,1,4
2945,4,3,2,3,2,4,0,0,4
2946,4,2,3,2,2,2,1,1,4
2947,4,3,1,2,2,2,1,1,4
2948,5,4,3,2,2,3,0,1,4
2949,5,6,5,3,2,3,1,0,4
2950,5,3,1,2,2,1,2,1,4
2951,5,3,1,3,2,1,3,0,4
2952,5,1,2,3,2,3,1,0,4
2953,5,4,5,3,2,3,1,0,4
2954,6,5,3,2,2,2,1,1,4
2955,6,4,5,3,2,2,2,0,4
2956,6,5,4,3,2,4,0,0,4
2957,7,1,2,3,2,4,0,0,4
2958,7,5l,7,1,2,2,2,0,4
2959,7,5l,7,2,2,0,3,1,4
2960,7,6l,7,1,2,4,0,0,4
2961,7,6l,7,2,2,2,1,1,4
2962,7,1,2,1,2,4,0,0,4
2963,7,2,5,2,2,0,3,1,4
2964,7,5,4,3,2,3,1,0,4
2965,5l,6l,7,1,2,4,0,0,4
2966,5l,7,1,2,2,2,1,1,4
2967,5l,6l,1,3,2,3,1,0,4
2968,5l,6l,7,2,2,2,1,1,4
2969,5l,1,7,1,2,3,1,0,4
2970,5l,1,7,2,2,2,1,1,4
2971,5l,7,3,2,2,1,2,1,4
2972,5l,6l,7,3,2,3,1,0,4
2973,5l,6l,5l,7,2,2,2,0,4
2974,6l,7,1,2,2,3,1,0,4
2975,6l,7,1,7,2,3,1,0,4
2976,6l,5l,6l,7,2,3,1,0,4
2977,6l,7,1,3,2,3,1,0,4
2978,6l,1,3,2,2,1,2,1,4
2979,1,2,3,2,3,4,0,0,4
2980,1,3,2,1,3,3,1,0,4
2981,1,2,3,1,3,2,2,0,4
2982,1,2,4,3,3,2,1,1,4
2983,1,7,1,2,3,4,0,0,4
2984,1,7,1,3,3,2,1,1,4
2985,1,5,4,5,3,2,2,0,4
2986,1,5,4,3,3,2,1,1,4
2987,1,2,3,4,3,4,0,0,4
2988,1,5,3,2,3,2,2,0,4
2989,1,4,3,2,3,3,1,0,4
2990,1,3,5,3,3,0,3,1,4
2991,1,5,3,5,3,0,4,0,4
2992,2,3,4,5,3,3,1,0,4
2993,2,3,2,1,3,3,1,0,4
2994,2,1,2,3,3,3,0,1,4
2995,2,3,4,3,3,3,0,1,4
2996,2,3,4,2,3,3,1,0,4
2997,2,1,7,1,3,3,1,0,4
2998,2,7,1,2,3,3,1,0,4
2999,2,5,4,3,3,2,1,1,4
3000,2,6,5,4,3,3,1,0,4
3001,2,1,2,1,3,3,1,0,4
3002,3,4,3,2,3,4,0,0,4
3003,3,5,3,2,3,2,2,0,4
3004,3,2,1,2,3,4,0,0,4
3005,3,2,1,3,3,2,1,1,4
3006,3,5,4,2,3,2,2,0,4
3007,3,4,5,3,3,2,1,1,4
3008,3,5,4,3,3,2,1,1,4
3009,3,1,5,3,3,0,3,1,4
3010,4,3,2,1,3,3,1,0,4
3011,4,5,4,3,3,3,0,1,4
3012,4,5,4,2,3,3,1,0,4
3013,4,3,2,3,3,3,0,1,4
3014,4,2,3,2,3,3,1,0,4
3015,4,3,1,2,3,2,2,0,4
3016,5,4,3,2,3,4,0,0,4
3017,5,6,5,3,3,2,1,1,4
3018,5,3,1,2,3,2,2,0,4
3019,5,3,1,3,3,0,3,1,4
3020,5,1,2,3,3,2,1,1,4
3021,5,4,5,3,3,2,1,1,4
3022,6,5,3,2,3,3,1,0,4
3023,6,4,5,3,3,1,2,1,4
3024,6,5,4,3,3,3,0,1,4
3025,7,1,2,3,3,3,0,1,4
3026,7,5l,7,1,3,1,3,0,4
3027,7,5l,7,2,3,1,3,0,4
3028,7,6l,7,1,3,1,3,0,4
3029,7,6l,7,2,3,3,1,0,4
3030,7,1,2,1,3,3,1,0,4
3031,7,2,5,4,3,2,2,0,4
3032,7,5,4,2,3,1,3,0,4
3033,5l,6l,7,1,3,3,1,0,4
3034,5l,7,1,2,3,3,1,0,4
3035,5l,6l,1,3,3,3,1,0,4
3036,5l,6l,7,2,3,3,1,0,4
3037,5l,1,7,1,3,2,2,0,4
3038,5l,1,7,2,3,2,2,0,4
3039,5l,7,3,2,3,2,2,0,4
3040,6l,7,1,2,3,4,0,0,4
3041,6l,7,1,3,3,2,1,1,4
3042,6l,1,3,2,3,2,2,0,4
3043,1,2,3,5,4,3,1,0,4
3044,1,3,2,3,4,3,1,0,4
3045,1,5,3,5,4,1,3,0,4
3046,1,2,4,3,4,3,1,0,4
3047,1,7,1,2,4,3,1,0,4
3048,1,5,4,3,4,3,1,0,4
3049,2,3,4,5,4,4,0,0,4
3050,2,3,2,3,4,4,0,0,4
3051,2,3,2,5,4,3,1,0,4
3052,2,3,4,3,4,4,0,0,4
3053,2,3,4,2,4,2,2,0,4
3054,2,7,1,2,4,2,2,0,4
3055,2,1,2,3,4,4,0,0,4
3056,2,1,3,5,4,2,2,0,4
3057,2,3,2,1,4,3,1,0,4
3058,2,5,4,3,4,3,1,0,4
3059,3,4,3,5,4,3,1,0,4
3060,3,5,4,3,4,3,1,0,4
3061,3,2,1,3,4,3,1,0,4
3062,3,2,3,5,4,3,1,0,4
3063,3,5,4,2,4,1,3,0,4
3064,3,6,5,4,4,2,1,1,4
3065,3,1,2,3,4,3,1,0,4
3066,3,4,5,3,4,3,1,0,4
3067,3,1,5,3,4,1,3,0,4
3068,3,5,4,5,4,3,1,0,4
3069,4,3,2,1,4,3,1,0,4
3070,4,5,4,3,4,4,0,0,4
3071,4,5,4,2,4,2,2,0,4
3072,4,3,2,5,4,3,1,0,4
3073,4,2,3,5,4,3,1,0,4
3074,4,3,1,2,4,2,2,0,4
3075,5,4,3,2,4,3,1,0,4
3076,5,6,5,3,4,3,1,0,4
3077,5,3,1,2,4,1,3,0,4
3078,5,3,1,3,4,1,3,0,4
3079,5,1,2,3,4,3,1,0,4
3080,5,4,5,3,4,3,1,0,4
3081,6,5,4,3,4,4,0,0,4
3082,6,4,5,3,4,2,2,0,4
3083,6,5,6,4,4,2,1,1,4
3084,7,5l,7,1,4,1,3,0,4
3085,7,6l,7,1,4,3,1,0,4
3086,7,6l,7,2,4,2,2,0,4
3087,7,1,2,3,4,4,0,0,4
3088,5l,7,1,3,4,2,2,0,4
3089,6l,7,1,2,4,3,1,0,4
3090,6l,7,1,3,4,3,1,0,4
3091,6l,1,3,2,4,1,3,0,4
3092,1,3,2,1,5,2,2,0,4
3093,1,4,3,2,5,2,2,0,4
3094,1,2,4,3,5,2,2,0,4
3095,1,2,3,4,5,4,0,0,4
3096,1,2,3,6,5,3,1,0,4
3097,1,3,4,5,5,2,1,1,4
3098,1,3,2,4,5,2,2,0,4
3099,2,1,2,3,5,3,1,0,4
3100,2,3,4,6,5,3,1,0,4
3101,2,3,4,5,5,3,0,1,4
3102,2,3,2,1,5,3,1,0,4
3103,2,3,2,5,5,2,1,1,4
3104,2,3,4,3,5,3,1,0,4
3105,2,3,4,2,5,2,2,0,4
3106,2,1,3,5,5,1,2,1,4
3107,2,5,4,2,5,1,3,0,4
3108,2,5,3,4,5,2,2,0,4
3109,2,5,4,5,5,2,1,1,4
3110,3,2,3,4,5,4,0,0,4
3111,3,1,3,5,5,0,3,1,4
3112,3,5,3,1,5,0,4,0,4
3113,3,6,5,4,5,3,1,0,4
3114,3,4,5,6,5,4,0,0,4
3115,3,2,3,4,5,4,0,0,4
3116,3,1,3,4,5,2,2,0,4
3117,3,6,5,6,5,3,1,0,4
3118,3,1,2,3,5,2,2,0,4
3119,3,2,1,3,5,2,2,0,4
3120,3,4,5,3,5,2,2,0,4
3121,3,5,4,3,5,2,2,0,4
3122,4,3,2,1,5,3,1,0,4
3123,4,5,4,3,5,3,1,0,4
3124,4,5,4,2,5,2,2,0,4
3125,4,3,2,4,5,3,1,0,4
3126,4,2,3,4,5,3,1,0,4
3127,4,3,1,3,5,1,3,0,4
3128,4,5,6,4,5,3,1,0,4
3129,4,3,4,6,5,3,1,0,4
3130,5,4,3,4,5,4,0,0,4
3131,5,6,5,4,5,4,0,0,4
3132,5,3,1,3,5,0,4,0,4
3133,5,1,2,3,5,2,2,0,4
3134,5,4,5,3,5,2,2,0,4
3135,6,5,4,6,5,3,1,0,4
3136,6,5,3,4,5,3,1,0,4
3137,6,4,5,4,5,4,0,0,4
3138,6,2,3,4,5,3,1,0,4
3139,7,1,2,3,5,1,3,0,4
3140,7,2,1,3,5,1,3,0,4
3141,7,2,4,6,5,1,3,0,4
3142,6l,7,1,3,5,2,2,0,4
3143,1,2,3,4,6,3,1,0,4
3144,1,2,3,5,6,3,1,0,4
3145,1,3,4,5,6,3,1,0,4
3146,1,3,5,6,6,1,2,1,4
3147,1,5,4,5,6,3,1,0,4
3148,1,7,1,3,6,2,2,0,4
3149,2,3,4,5,6,4,0,0,4
3150,2,4,6,5,6,2,2,0,4
3151,2,1,3,5,6,2,2,0,4
3152,2,1,2,3,6,3,1,0,4
3153,2,3,2,4,6,2,2,0,4
3154,2,7,1,3,6,1,3,0,4
3155,3,4,5,6,6,3,0,1,4
3156,3,4,3,5,6,3,1,0,4
3157,3,2,3,4,6,3,1,0,4
3158,3,1,3,5,6,1,3,0,4
3159,3,5,4,3,6,2,2,0,4
3160,3,5,6,5,6,3,1,0,4
3161,3,6,5,4,6,2,2,0,4
3162,3,1,2,3,6,2,2,0,4
3163,4,5,6,5,6,4,0,0,4
3164,4,5,4,5,6,4,0,0,4
3165,4,3,4,5,6,4,0,0,4
3166,4,2,4,5,6,2,2,0,4
3167,4,6,5,4,6,2,2,0,4
3168,5,6,5,4,6,3,1,0,4
3169,5,4,5,6,6,3,0,1,4
3170,5,3,4,5,6,3,1,0,4
3171,5,1,3,5,6,1,3,0,4
3172,5,3,1,3,6,0,4,0,4
3173,6,5,4,5,6,4,0,0,4
3174,6,4,2,4,6,0,4,0,4
3175,6,5,3,4,6,2,2,0,4
3176,6,3,1,3,6,0,4,0,4
3177,7,1,3,5,6,2,2,0,4
3178,7,1,2,3,6,3,1,0,4
3179,1,3,2,1,7,3,1,0,4
3180,1,2,3,1,7,3,1,0,4
3181,1,5l,6l,1,7,2,2,0,4
3182,1,5,3,1,7,1,3,0,4
3183,1,3,5,3,7,0,4,0,4
3184,1,3,5,1,7,1,3,0,4
3185,1,5l,6l,5l,7,2,2,0,4
3186,1,4,3,2,7,2,2,0,4
3187,2,1,7,6l,7,4,0,0,4
3188,2,1,7,1,7,4,0,0,4
3189,2,1,2,1,7,4,0,0,4
3190,2,3,2,1,7,4,0,0,4
3191,2,4,3,2,7,2,2,0,4
3192,3,2,1,2,7,3,1,0,4
3193,3,4,3,2,7,3,1,0,4
3194,3,1,2,1,7,3,1,0,4
3195,3,1,5l,1,7,1,3,0,4
3196,3,1,5l,6l,7,2,2,0,4
3197,4,3,2,1,7,4,0,0,4
3198,4,2,7,1,7,2,2,0,4
3199,5,4,3,2,7,3,1,0,4
3200,5,1,3,1,7,1,3,0,4
3201,5,3,2,1,7,3,1,0,4
3202,6,4,2,1,7,2,2,0,4
3203,7,1,2,1,7,4,0,0,4
3204,7,6l,5l,6l,7,4,0,0,4
3205,7,5l,7,1,7,2,2,0,4
3206,7,1,7,6l,7,4,0,0,4
3207,6l,5l,6l,7,7,3,0,1,4
3208,6l,7,1,7,7,3,0,1,4
3209,6l,1,2,1,7,3,1,0,4
3210,6l,3,2,1,7,3,1,0,4
3211,5l,6l,7,1,7,4,0,0,4
3212,5l,7,2,1,7,2,2,0,4
3213,5l,1,7,1,7,3,1,0,4
3214,5l,1,2,1,7,3,1,0,4
3215,5l,1,3,1,7,1,3,0,4
3216,5l,6l,2,1,7,3,1,0,4
3217,5l,6l,7,6l,7,3,0,0,3
3218,1,2,1,7,6l,4,0,0,4
3219,1,7,6l,5l,6l,4,0,0,4
3220,1,3,1,7,6l,2,2,0,4
3221,1,5l,6l,7,6l,3,1,0,4
3222,1,3,2,1,6l,2,2,0,4
3223,1,5l,6l,5l,6l,3,1,0,4
3224,2,1,7,5l,6l,3,1,0,4
3225,2,3,2,1,6l,3,1,0,4
3226,2,5l,6l,7,6l,3,1,0,4
3227,2,1,7,1,6l,3,1,0,4
3228,2,6l,7,5l,6l,2,2,0,4
3229,3,2,1,7,6l,4,0,0,4
3230,3,1,2,7,6l,2,2,0,4
3231,3,6l,7,5l,6l,2,2,0,4
3232,3,6l,7,1,6l,2,2,0,4
3233,3,6l,1,7,6l,2,2,0,4
3234,4,3,2,1,6l,3,1,0,4
3235,4,2,1,7,6l,3,1,0,4
3236,4,2,6l,7,6l,2,2,0,4
3237,4,1,6l,1,6l,0,4,0,4
3238,5,4,3,1,6l,2,2,0,4
3239,5,3,2,1,6l,2,2,0,4
3240,5,2,3,1,6l,2,2,0,4
3241,5,2,3,2,6l,2,2,0,4
3242,5,1,2,1,6l,2,2,0,4
3243,5,1,2,3,6l,2,2,0,4
3244,7,1,7,6l,6l,3,0,1,4
3245,7,2,1,7,6l,3,1,0,4
3246,7,6l,5l,7,6l,3,1,0,4
3247,7,1,7,5l,6l,3,1,0,4
3248,7,5l,6l,7,6l,3,1,0,4
3249,6l,7,1,7,6l,4,0,0,4
3250,6l,5l,6l,7,6l,4,0,0,4
3251,6l,1,3,1,6l,0,4,0,4
3252,6l,2,1,7,6l,3,1,0,4
3253,6l,3,2,1,6l,2,2,0,4
3254,6l,5l,1,7,6l,3,1,0,4
3255,5l,6l,7,6l,6l,3,0,1,4
3256,5l,6l,7,5l,6l,4,0,0,4
3257,5l,7,6l,5l,6l,3,1,0,4
3258,5l,1,7,5l,6l,2,2,0,4
3259,5l,2,1,7,6l,3,1,0,4
3260,5l,7,2,7,6l,1,3,0,4
3261,5l,6l,1,7,6l,3,1,0,4
3262,1,7,6l,5l,5l,3,0,1,4
3263,1,7,6l,7,5l,3,1,0,4
3264,1,2,1,7,5l,3,1,0,4
3265,1,5l,6,7,5l,1,3,0,4
3266,1,5l,7,6,5l,4,0,0,4
3267,1,3,2,1,5l,2,2,0,4
3268,1,2,3,1,5l,3,1,0,4
3269,1,7,1,6l,5l,3,1,0,4
3270,2,1,7,6l,5l,4,0,0,4
3271,2,3,2,1,5l,3,1,0,4
3272,2,1,7,1,5l,3,1,0,4
3273,2,6l,7,6l,5l,3,1,0,4
3274,2,5l,6l,7,5l,2,2,0,4
3275,3,2,1,7,5l,3,1,0,4
3276,3,2,1,6l,5l,3,1,0,4
3277,3,4,3,1,5l,2,2,0,4
3278,3,1,7,6l,5l,3,1,0,4
3279,3,1,5l,6l,5l,2,2,0,4
3280,4,3,2,1,5l,3,1,0,4
3281,4,2,7,1,5l,1,3,0,4
3282,4,1,7,6l,5l,3,1,0,4
3283,7,6l,5l,6l,5l,4,0,0,4
3284,7,1,7,6l,5l,4,0,0,4
3285,7,5l,6l,7,5l,2,2,0,4
3286,7,2,1,7,5l,2,2,0,4
3287,6l,5l,6l,7,5l,3,1,0,4
3288,6l,7,1,6l,5l,3,1,0,4
3289,6l,1,7,6l,5l,3,1,0,4
3290,6l,3,2,1,5l,2,2,0,4
